,Unnamed: 0,identificativo,fondo,serie,collocazione,copia,collocazione_antica,recto,data,notaio,data_i,data_f,is_digitized,fondo_serie
88,88,"ACVr Pergamene I, 6, 3r",Archivio Capitolare di Verona,Pergamene,"I, 6, 3r",Copia XII secolo,B 11 2 8,n.d.,1121 02 14,Dominicus,1121 02 14,,No,ACVr Pergamene
89,89,"ACVr Pergamene I, 6, 3v",Archivio Capitolare di Verona,Pergamene,"I, 6, 3v",Originale,A 57 3 1,n.d.,1138 02 06,Paltonarius notarius sacri palacii,1138 02 06,,No,ACVr Pergamene
90,90,"ACVr Pergamene I, 6, 4r",Archivio Capitolare di Verona,Pergamene,"I, 6, 4r",Originale,B 11 2 6,n.d.,1139 03 23,Paltonarius notarius sacri palatii,1139 03 23,,No,ACVr Pergamene
91,91,"ACVr Pergamene I, 6, 4v",Archivio Capitolare di Verona,Pergamene,"I, 6, 4v","Paltonarius, Vuido e Henricus, copia di XII secolo",A 39 2 8,n.d.,1140 09 21,Dodo notarius,1140 09 21,,No,ACVr Pergamene
92,92,"ACVr Pergamene I, 6, 5r",Archivio Capitolare di Verona,Pergamene,"I, 6, 5r",Originale,A 45 4 5,n.d.,1147 03 15,Paltonarius notarius sacri palatii,1147 03 15,,No,ACVr Pergamene
93,93,"ACVr Pergamene I, 6, 5v",Archivio Capitolare di Verona,Pergamene,"I, 6, 5v",Originale,B 22 4 4,n.d.,1152 02 05,Gerardus notarius,1152 02 05,,No,ACVr Pergamene
94,94,"ACVr Pergamene I, 6, 6,r",Archivio Capitolare di Verona,Pergamene,"I, 6, 6,r",Originale,B 27 4 1,n.d.,1154 00 00,Albertus sacri palacii notarius,1154 00 00,,No,ACVr Pergamene
95,95,"ACVr Pergamene I, 6, 6r",Archivio Capitolare di Verona,Pergamene,"I, 6, 6r",Originale,n.d.,n.d.,1160 12 13,Riprandus notarius domini Federici imperatoris,1160 12 13,,No,ACVr Pergamene
96,96,"ACVr Pergamene I, 6, 6v",Archivio Capitolare di Verona,Pergamene,"I, 6, 6v",Originale,A 9 2 6,n.d.,1175 06 14,Adhemarius domini imperatoris Federici notarius,1175 06 14,,No,ACVr Pergamene
97,97,"ACVr Pergamene I, 6, 7r",Archivio Capitolare di Verona,Pergamene,"I, 6, 7r","Ubaldus q. Manfredini e Iohannes f. Iacobini, copia 1283",B 45 1 15,n.d.,1154 10 26,Diploma imperiale,1154 10 26,,No,ACVr Pergamene
98,98,"ACVr Pergamene I, 7, 1r",Archivio Capitolare di Verona,Pergamene,"I, 7, 1r",Originale,A 12 5 9,n.d.,1182 02 09,Oto notarius sacri palacii,1182 02 09,,No,ACVr Pergamene
99,99,"ACVr Pergamene I, 7, 1v",Archivio Capitolare di Verona,Pergamene,"I, 7, 1v",Originale,A 52 4 9,n.d.,1183 01 31,Adhemarius domini imperatoris Federici notarius,1183 01 31,,No,ACVr Pergamene
100,100,"ACVr Pergamene I, 7, 2r",Archivio Capitolare di Verona,Pergamene,"I, 7, 2r",Originale,A 68 2 15,n.d.,1183 06 30-1183 08 18,Fatolinus notarius domini Welfonis ducis et ab imperatore Frederico confirmatus,1183 06 30,1183 08 18,No,ACVr Pergamene
101,101,"ACVr Pergamene I, 7, 2v",Archivio Capitolare di Verona,Pergamene,"I, 7, 2v",Originale,B 12 3 8,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_2v_1_recto.JPG.tif,1183 06 30-1183 07 01,Fatolinus notarius domini Welfonis ducis et ab imperatore Frederico confirmatus,1183 06 30,1183 07 01,&#9989;,ACVr Pergamene
102,102,"ACVr Pergamene I, 7, 2v 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 2v 1",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_2v_1_recto.JPG.tif,1184 09 29,Documento papale,1184 09 29,,&#9989;,ACVr Pergamene
103,103,"ACVr Pergamene I, 7, 2v 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 2v 2",1332,A 57 4 1,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_2v_2_recto.JPG.tif,1184 09 29,Documento papale,1184 09 29,,&#9989;,ACVr Pergamene
104,104,"ACVr Pergamene I, 7, 3r 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 3r 1",Copia,A 57 4 8,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3r_1_recto.JPG.tif,1184 09 29,Documento papale,1184 09 29,,&#9989;,ACVr Pergamene
105,105,"ACVr Pergamene I, 7, 3r 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 3r 2",Originale,A 71 3 6 (a),/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3r_2_recto.JPG.tif,1184 12 03,Diploma imperiale,1184 12 03,,&#9989;,ACVr Pergamene
106,106,"ACVr Pergamene I, 7, 3r 3",Archivio Capitolare di Verona,Pergamene,"I, 7, 3r 3",Originale,A 71 3 6 (b),/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3r_3_recto.JPG.tif,1184 12 03,Diploma imperiale,1184 12 03,,&#9989;,ACVr Pergamene
107,107,"ACVr Pergamene I, 7, 3r 4",Archivio Capitolare di Verona,Pergamene,"I, 7, 3r 4",Originale,B 37 3 4,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3r_4_recto.JPG.tif,1184 12 00,Adam Frederici imperatoris notarius,1184 12 00,,&#9989;,ACVr Pergamene
108,108,"ACVr Pergamene I, 7, 3v 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 1",Originale,A 49 4 8,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_1_recto.JPG.tif,1186 05 15,Adam Frederici imperatoris notarius,1186 05 15,,&#9989;,ACVr Pergamene
109,109,"ACVr Pergamene I, 7, 3v 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 2",Originale,A 17 3 2,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_2_recto.JPG.tif,1186 05 16,Fatolinus notarius domini Welfonis ducis et ab imperatore Frederico confirmatus,1186 05 16,,&#9989;,ACVr Pergamene
110,110,"ACVr Pergamene I, 7, 3v 3",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 3",Originale,A 17 2 4 (a),/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_3_recto.JPG.tif,1185 09 05,Atto non convalidato,1185 09 05,,&#9989;,ACVr Pergamene
111,111,"ACVr Pergamene I, 7, 3v 4",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 4",Originale,A 70 2 2,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_4_recto.JPG.tif,1185 11 02,Rolinus sacri palacii notarius et ab imperatore Frederico confirmatus,1185 11 02,,&#9989;,ACVr Pergamene
112,112,"ACVr Pergamene I, 7, 3v 5",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 5",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_5_recto.JPG.tif,1186 06 15,Marcius hostiarius domini Frederici inperatoris notarius,1186 06 15,,&#9989;,ACVr Pergamene
113,113,"ACVr Pergamene I, 7, 3v 6",Archivio Capitolare di Verona,Pergamene,"I, 7, 3v 6",Originale,A 64 1 6,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_3v_6_recto.JPG.tif,1186 06 30,Adhemarius domini imperatoris Federici notarius,1186 06 30,,&#9989;,ACVr Pergamene
114,114,"ACVr Pergamene I, 7, 4r 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 1",Originale,B 27 2 4,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_1_recto.JPG.tif,1187 12 06,Marcius hostiarius domini Frederici inperatoris notarius,1187 12 06,,&#9989;,ACVr Pergamene
115,115,"ACVr Pergamene I, 7, 4r 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 2",Originale,A 14 10 4,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_2_recto.JPG.tif,1187 04 21,Marcius hostiarius domini Frederici inperatoris notarius,1187 04 21,,&#9989;,ACVr Pergamene
116,116,"ACVr Pergamene I, 7, 4r 3",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 3",Copia XIV secolo,? 8 1 13,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_3_recto.JPG.tif,1187 06 11,Petrus domini Federici imperatoris notarius,1187 06 11,,&#9989;,ACVr Pergamene
117,117,"ACVr Pergamene I, 7, 4r 4",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 4",Originale,A 35 2 8,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_4_recto.JPG.tif,1187 06 19,Iohannes sacri palacii et domini imperatoris Frederici notarius,1187 06 19,,&#9989;,ACVr Pergamene
118,118,"ACVr Pergamene I, 7, 4r 5",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 5",Originale,A 21 1 5,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_5_recto.JPG.tif,1187 07 17,Isnardus domini Frederici imperatoris notarius,1187 07 17,,&#9989;,ACVr Pergamene
119,119,"ACVr Pergamene I, 7, 4r 6",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 6",Originale,B 27 2 4 (d),/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_6_recto.JPG.tif,1188 02 04,Marcius hostiarius domini Frederici inperatoris notarius,1188 02 04,,&#9989;,ACVr Pergamene
120,120,"ACVr Pergamene I, 7, 4r 7",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 7",Originale,A 73 1 5 (m),/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_7_recto.JPG.tif,1187 11 08,Iohannes sacri palacii et domini imperatoris Frederici notarius,1187 11 08,,&#9989;,ACVr Pergamene
121,121,"ACVr Pergamene I, 7, 4r 8",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 8",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_8_recto.JPG.tif,1187 12 08,Petrus domini Federici imperatoris notarius,1187 12 08,,&#9989;,ACVr Pergamene
122,122,"ACVr Pergamene I, 7, 4r 9",Archivio Capitolare di Verona,Pergamene,"I, 7, 4r 9",Originale,A 10 5 11,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4r_9_recto.JPG.tif,1186 12 27,Giselbertinus domini Federici imperatoris notarius,1186 12 27,,&#9989;,ACVr Pergamene
123,123,"ACVr Pergamene I, 7, 4v 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 1",Originale,A 51 3 4,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_1_recto.JPG.tif,1188 03 08,Benfatinus notarius,1188 03 08,,&#9989;,ACVr Pergamene
124,124,"ACVr Pergamene I, 7, 4v 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 2",Originale,A 10 3 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_2_recto.JPG.tif,1188 04 29,Marcius hostiarius domini Frederici inperatoris notarius,1188 04 29,,&#9989;,ACVr Pergamene
125,125,"ACVr Pergamene I, 7, 4v 3",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 3",Originale,A 26 2 12,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_3_recto.JPG.tif,1188 06 22,Petrus domini Federici imperatoris notarius,1188 06 22,,&#9989;,ACVr Pergamene
126,126,"ACVr Pergamene I, 7, 4v 4",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 4",Originale,A 18 7 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_4_recto.JPG.tif,1188 08 25,Marcius hostiarius domini Frederici inperatoris notarius,1188 08 25,,&#9989;,ACVr Pergamene
127,127,"ACVr Pergamene I, 7, 4v 5",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 5",Originale,B 10 2 15,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_5_recto.JPG.tif,1188 09 08,Marcius hostiarius domini Frederici inperatoris notarius,1188 09 08,,&#9989;,ACVr Pergamene
128,128,"ACVr Pergamene I, 7, 4v 6",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 6",Originale,A 11 6 11,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_6_recto.JPG.tif,1188 11 18,Bonawisa domini Federici Romanorum imperatoris notarius,1188 11 18,,&#9989;,ACVr Pergamene
129,129,"ACVr Pergamene I, 7, 4v 7",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 7",Originale,B 17 3 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_7_recto.JPG.tif,1189 02 26,Atto non convalidato,1189 02 26,,&#9989;,ACVr Pergamene
130,130,"ACVr Pergamene I, 7, 4v 8",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 8",Originale,B 27 5 13,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_8_recto.JPG.tif,1189 03 21,Ionas sacri palacii et inperatoris Federici notarius,1189 03 21,,&#9989;,ACVr Pergamene
131,131,"ACVr Pergamene I, 7, 4v 9",Archivio Capitolare di Verona,Pergamene,"I, 7, 4v 9",Originale,B 37 2 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_4v_9_recto.JPG.tif,1189 02 26,Marcius hostiarius domini Frederici inperatoris notarius,1189 02 26,,&#9989;,ACVr Pergamene
132,132,"ACVr Pergamene I, 7, 5r 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 5r 1",Originale,A 51 3 9,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_5r_1_recto.JPG.tif,1188 03 10,Benfatinus notarius,1188 03 10,,&#9989;,ACVr Pergamene
133,133,"ACVr Pergamene I, 7, 5r 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 5r 2",Originale,B 46 2 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_5r_2_recto.JPG.tif,1189 03 06,Benfatinus notarius,1189 03 06,,&#9989;,ACVr Pergamene
134,134,"ACVr Pergamene I, 7, 5v 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 5v 1",Originale,A 62 1 2,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_5v_1_recto.JPG.tif,1189 03 07,Marcius hostiarius domini Frederici inperatoris notarius,1189 03 07,,&#9989;,ACVr Pergamene
135,135,"ACVr Pergamene I, 7, 5v 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 5v 2",Originale,B 13 1 11,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_5v_2_recto.JPG.tif,1189 03 27,Ventura notarius sacri palacii,1189 03 27,,&#9989;,ACVr Pergamene
136,136,"ACVr Pergamene I, 7, 6r 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 6r 1",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6r_1_recto.JPG.tif,1189 03 00,Marcius hostiarius domini Frederici inperatoris notarius,1189 03 00,,&#9989;,ACVr Pergamene
137,137,"ACVr Pergamene I, 7, 6v 1",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 1",Copia 1303,A 51 1 2,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_1_recto.JPG.tif,1189 03 01,Benfatinus notarius,1189 03 01,,&#9989;,ACVr Pergamene
138,138,"ACVr Pergamene I, 7, 6v 2",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 2",Originale,B 13 5 11,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_2_recto.JPG.tif,1189 05 26,Marcius hostiarius domini Frederici inperatoris notarius,1189 05 26,,&#9989;,ACVr Pergamene
139,139,"ACVr Pergamene I, 7, 6v 3",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 3",Originale,A 10 7 6,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_3_recto.JPG.tif,1189 06 06-1189 06 08,Adhemarius domini imperatoris Federici notarius,1189 06 06,1189 06 08,&#9989;,ACVr Pergamene
140,140,"ACVr Pergamene I, 7, 6v 4",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 4",Originale,A 13 2 4,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_4_recto.JPG.tif,1189 06 07,Marcius hostiarius domini Frederici inperatoris notarius,1189 06 07,,&#9989;,ACVr Pergamene
141,141,"ACVr Pergamene I, 7, 6v 5",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 5",Originale,A 11 4 15,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_5_recto.JPG.tif,1189 06 14,Iohannes sacri palacii et domini imperatoris Federici notarius,1189 06 14,,&#9989;,ACVr Pergamene
142,142,"ACVr Pergamene I, 7, 6v 6",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 6",Originale,B 17 2 1,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_6_recto.JPG.tif,1189 06 02,Marcius hostiarius domini Frederici inperatoris notarius,1189 06 02,,&#9989;,ACVr Pergamene
143,143,"ACVr Pergamene I, 7, 6v 7",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 7",Originale,A 10 6 11,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_7_recto.JPG.tif,1189 06 16,Iohannes sacri palacii et domini imperatoris Federici notarius,1189 06 16,,&#9989;,ACVr Pergamene
144,144,"ACVr Pergamene I, 7, 6v 8",Archivio Capitolare di Verona,Pergamene,"I, 7, 6v 8",Originale,A 11 5 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_7_6v_8_recto.JPG.tif,1189 08 23,Adam domini Frederici Romanorum imperatoris notarius,1189 08 23,,&#9989;,ACVr Pergamene
145,145,"ACVr Pergamene I, 8, 1r",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r",Originale,A 70 4 5,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_7_recto.JPG.tif,1198 06 29,Non determinabile (lacuna),1198 06 29,,&#9989;,ACVr Pergamene
146,146,"ACVr Pergamene I, 8, 1r 1",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 1",Originale,A 70 4 5,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_1_recto.JPG.tif,1190 06 18,Adhemarius domini imperatoris Federici notarius,1190 06 18,,&#9989;,ACVr Pergamene
147,147,"ACVr Pergamene I, 8, 1r 10",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 10",Originale,A 13 5 15,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_10_recto.JPG.tif,1190 11 10,Marcius hostiarius domini Frederici inperatoris notarius,1190 11 10,,&#9989;,ACVr Pergamene
148,148,"ACVr Pergamene I, 8, 1r 2",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 2",Originale,A 11 10 6,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_2_recto.JPG.tif,1190 07 20,Iohannes sacri palacii et domini imperatoris Federici notarius,1190 07 20,,&#9989;,ACVr Pergamene
149,149,"ACVr Pergamene I, 8, 1r 3",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 3",Originale,A 11 2 13,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_3_recto.JPG.tif,1190 08 12,Marcius hostiarius domini Frederici inperatoris notarius,1190 08 12,,&#9989;,ACVr Pergamene
150,150,"ACVr Pergamene I, 8, 1r 4",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 4",Originale,A 13 1 15,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_4_recto.JPG.tif,1190 08 12,Marcius hostiarius domini Frederici inperatoris notarius,1190 08 12,,&#9989;,ACVr Pergamene
151,151,"ACVr Pergamene I, 8, 1r 5",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 5","Octobonus de Bonomo domini comitis Rufini de Lomello auctoritate notarius, copia di XIIIsecolo",B 13 2 3,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_5_recto.JPG.tif,1190 11 20,Rugerinus sacri palacii notarius et a domino Federico imperatore confirmatus,1190 11 20,,&#9989;,ACVr Pergamene
152,152,"ACVr Pergamene I, 8, 1r 6",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 6",Originale,B 12 5 9,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_6_recto.JPG.tif,1190 08 24,Marcius hostiarius domini Frederici inperatoris notarius,1190 08 24,,&#9989;,ACVr Pergamene
153,153,"ACVr Pergamene I, 8, 1r 7",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 7",Originale,A 12 2 2,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_7_recto.JPG.tif,1190 10 10,Ambrosius Monteclarensis imperatoris Frederici notarius,1190 10 10,,&#9989;,ACVr Pergamene
154,154,"ACVr Pergamene I, 8, 1r 8",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 8",Originale,B 11 4 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_8_recto.JPG.tif,1190 10 25,Petrus domini Federici imperatoris notarius,1190 10 25,,&#9989;,ACVr Pergamene
155,155,"ACVr Pergamene I, 8, 1r 9",Archivio Capitolare di Verona,Pergamene,"I, 8, 1r 9",Originale,A 12 3 9,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1r_9_recto.JPG.tif,1190 10 13,Marcius hostiarius domini Frederici inperatoris notarius,1190 10 13,,&#9989;,ACVr Pergamene
156,156,"ACVr Pergamene I, 8, 1v",Archivio Capitolare di Verona,Pergamene,"I, 8, 1v",Originale,A 14 3 3,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1v_1_recto.JPG.tif,1191 12 12,Atto non convalidato,1191 12 12,,&#9989;,ACVr Pergamene
157,157,"ACVr Pergamene I, 8, 1v 1",Archivio Capitolare di Verona,Pergamene,"I, 8, 1v 1",Originale,A 51 2 7,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_1v_1_recto.JPG.tif,1190 11 27,Bonawisa domini Federici romanorum imperatoris notarius,1190 11 27,,&#9989;,ACVr Pergamene
158,158,"ACVr Pergamene I, 8, 2r",Archivio Capitolare di Verona,Pergamene,"I, 8, 2r",Çilius sacri palacii notarius,n.d.,n.d.,1193 09 16,Diploma imperiale,1193 09 16,,No,ACVr Pergamene
159,159,"ACVr Pergamene I, 8, 2v",Archivio Capitolare di Verona,Pergamene,"I, 8, 2v",Originale,A 14 8 5,n.d.,1196 11 29,Bonus sacri palatii notarius et ab imperatore Federico confirmatus,1196 11 29,,No,ACVr Pergamene
160,160,"ACVr Pergamene I, 8, 3r",Archivio Capitolare di Verona,Pergamene,"I, 8, 3r",Originale,B 10 4 1,n.d.,1197 10 21,Bonawisa domini Federici Romanorum imperatoris notarius,1197 10 21,,No,ACVr Pergamene
161,161,"ACVr Pergamene I, 8, 3v",Archivio Capitolare di Verona,Pergamene,"I, 8, 3v",Originale,A 13 6 13,n.d.,1198 03 12,Venturella notarius sacri pallacii,1198 03 12,,No,ACVr Pergamene
162,162,"ACVr Pergamene I, 8, 4 2",Archivio Capitolare di Verona,Pergamene,"I, 8, 4 2",Originale,A 51 3 2,n.d.,1198 04 01,Bonawisa domini Federici Romanorum imperatoris notarius,1198 04 01,,No,ACVr Pergamene
163,163,"ACVr Pergamene I, 8, 4v",Archivio Capitolare di Verona,Pergamene,"I, 8, 4v",Originale,A 62 2 1,n.d.,1198 04 01,Bonawisa domini Federici Romanorum imperatoris notarius,1198 04 01,,No,ACVr Pergamene
164,164,"ACVr Pergamene I, 8, 5r",Archivio Capitolare di Verona,Pergamene,"I, 8, 5r",Originale,A 13 4 13,n.d.,1198 06 18,Bonawisa domini Federici Romanorum imperatoris notarius,1198 06 18,,No,ACVr Pergamene
165,165,"ACVr Pergamene I, 8, 5v",Archivio Capitolare di Verona,Pergamene,"I, 8, 5v",Originale,A 40 2 9,n.d.,1200 02 07,Musetus domini regis Enrici notarius,1200 02 07,,No,ACVr Pergamene
166,166,"ACVr Pergamene I, 8, 6r",Archivio Capitolare di Verona,Pergamene,"I, 8, 6r",Originale,A 9 6 14,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6r_1_recto.JPG.tif,1200 10 12,Marcius hostiarius domini Frederici inperatoris notarius,1200 10 12,,&#9989;,ACVr Pergamene
167,167,"ACVr Pergamene I, 8, 6r 1",Archivio Capitolare di Verona,Pergamene,"I, 8, 6r 1",Originale,B 46 5 1,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6r_1_recto.JPG.tif,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,&#9989;,ACVr Pergamene
168,168,"ACVr Pergamene I, 8, 6v 1",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 1",Originale,A 65 1 12,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_1_recto.JPG.tif,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,&#9989;,ACVr Pergamene
169,169,"ACVr Pergamene I, 8, 6v 2",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 2",Originale,A 11 6 7,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_2_recto.JPG.tif,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,&#9989;,ACVr Pergamene
170,170,"ACVr Pergamene I, 8, 6v 3",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 3",Originale,A 13 6 3,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_3_recto.JPG.tif,1140 00 00,Atto non convalidato,1140 00 00,,&#9989;,ACVr Pergamene
171,171,"ACVr Pergamene I, 8, 6v 4",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 4",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_4_recto.JPG.tif,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,&#9989;,ACVr Pergamene
172,172,"ACVr Pergamene I, 8, 6v 5",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 5",Originale,B 10 1 3,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_5_recto.JPG.tif,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,&#9989;,ACVr Pergamene
173,173,"ACVr Pergamene I, 8, 6v 6",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 6",Originale,n.d.,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_8_6v_6_recto.JPG.tif,1084 09 08,Non determinabile (lacuna),1084 09 08,,&#9989;,ACVr Pergamene
174,174,"ACVr Pergamene I, 8, 6v 7",Archivio Capitolare di Verona,Pergamene,"I, 8, 6v 7",Originale,A 17 3 12,n.d.,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,No,ACVr Pergamene
175,175,"ACVr Pergamene I, 9, 1r 1",Archivio Capitolare di Verona,Pergamene,"I, 9, 1r 1",Originale,B 38 2 14,n.d.,1101 00 00-1200 00 00,Atto non convalidato,1101 00 00,1200 00 00,No,ACVr Pergamene
176,176,"ACVr Pergamene I, 9, 1r 2",Archivio Capitolare di Verona,Pergamene,"I, 9, 1r 2","Bonuszeno imperialis aule iudex ordinarius, Copia XII secolo",A 47 4 1,/iipzoom/image.php?collect=ACVr&imgname=ACVr_I_9_1r_2_recto.JPG.tif,1145 08 22-1145 08 23,Atto non convalidato,1145 08 22,1145 08 23,&#9989;,ACVr Pergamene
